0.100000,3.000000,100,3224
0.100000,3.000000,100,3205
0.100000,3.000000,100,3195
0.100000,3.000000,100,3216
0.100000,3.000000,100,3218
0.100000,3.000000,100,3226
0.100000,3.000000,100,3187
0.100000,3.000000,100,3189
0.100000,3.000000,100,3207
0.100000,3.000000,100,3200
0.100000,3.000000,400,3116
0.100000,3.000000,400,3106
0.100000,3.000000,400,3135
0.100000,3.000000,400,3134
0.100000,3.000000,400,3136
0.100000,3.000000,400,3126
0.100000,3.000000,400,3109
0.100000,3.000000,400,3099
0.100000,3.000000,400,3090
0.100000,3.000000,400,3133
0.100000,3.000000,1000,2900
0.100000,3.000000,1000,2888
0.100000,3.000000,1000,2864
0.100000,3.000000,1000,2936
0.100000,3.000000,1000,2945
0.100000,3.000000,1000,2889
0.100000,3.000000,1000,2935
0.100000,3.000000,1000,2906
0.100000,3.000000,1000,2962
0.100000,3.000000,1000,2908
0.100000,3.400000,100,3191
0.100000,3.400000,100,3215
0.100000,3.400000,100,3199
0.100000,3.400000,100,3203
0.100000,3.400000,100,3212
0.100000,3.400000,100,3221
0.100000,3.400000,100,3222
0.100000,3.400000,100,3212
0.100000,3.400000,100,3242
0.100000,3.400000,100,3196
0.100000,3.400000,400,3108
0.100000,3.400000,400,3111
0.100000,3.400000,400,3120
0.100000,3.400000,400,3109
0.100000,3.400000,400,3139
0.100000,3.400000,400,3112
0.100000,3.400000,400,3122
0.100000,3.400000,400,3134
0.100000,3.400000,400,3120
0.100000,3.400000,400,3115
0.100000,3.400000,1000,2925
0.100000,3.400000,1000,2879
0.100000,3.400000,1000,2924
0.100000,3.400000,1000,2816
0.100000,3.400000,1000,2866
0.100000,3.400000,1000,2896
0.100000,3.400000,1000,2912
0.100000,3.400000,1000,2970
0.100000,3.400000,1000,2905
0.100000,3.400000,1000,2819
0.100000,4.000000,100,3197
0.100000,4.000000,100,3236
0.100000,4.000000,100,3242
0.100000,4.000000,100,3203
0.100000,4.000000,100,3190
0.100000,4.000000,100,3171
0.100000,4.000000,100,3227
0.100000,4.000000,100,3193
0.100000,4.000000,100,3198
0.100000,4.000000,100,3188
0.100000,4.000000,400,3123
0.100000,4.000000,400,3089
0.100000,4.000000,400,3140
0.100000,4.000000,400,3098
0.100000,4.000000,400,3104
0.100000,4.000000,400,3126
0.100000,4.000000,400,3105
0.100000,4.000000,400,3100
0.100000,4.000000,400,3105
0.100000,4.000000,400,3128
0.100000,4.000000,1000,2883
0.100000,4.000000,1000,2904
0.100000,4.000000,1000,2836
0.100000,4.000000,1000,2938
0.100000,4.000000,1000,2868
0.100000,4.000000,1000,2819
0.100000,4.000000,1000,2903
0.100000,4.000000,1000,2918
0.100000,4.000000,1000,2909
0.100000,4.000000,1000,2904
0.200000,3.000000,100,3228
0.200000,3.000000,100,3211
0.200000,3.000000,100,3209
0.200000,3.000000,100,3201
0.200000,3.000000,100,3245
0.200000,3.000000,100,3215
0.200000,3.000000,100,3236
0.200000,3.000000,100,3177
0.200000,3.000000,100,3232
0.200000,3.000000,100,3229
0.200000,3.000000,400,3198
0.200000,3.000000,400,3152
0.200000,3.000000,400,3162
0.200000,3.000000,400,3180
0.200000,3.000000,400,3145
0.200000,3.000000,400,3169
0.200000,3.000000,400,3153
0.200000,3.000000,400,3180
0.200000,3.000000,400,3135
0.200000,3.000000,400,3121
0.200000,3.000000,1000,2731
0.200000,3.000000,1000,2796
0.200000,3.000000,1000,2839
0.200000,3.000000,1000,2879
0.200000,3.000000,1000,2858
0.200000,3.000000,1000,2767
0.200000,3.000000,1000,2761
0.200000,3.000000,1000,2758
0.200000,3.000000,1000,2758
0.200000,3.000000,1000,2767
0.200000,3.400000,100,3215
0.200000,3.400000,100,3191
0.200000,3.400000,100,3197
0.200000,3.400000,100,3179
0.200000,3.400000,100,3201
0.200000,3.400000,100,3228
0.200000,3.400000,100,3183
0.200000,3.400000,100,3190
0.200000,3.400000,100,3200
0.200000,3.400000,100,3220
0.200000,3.400000,400,3158
0.200000,3.400000,400,3154
0.200000,3.400000,400,3177
0.200000,3.400000,400,3161
0.200000,3.400000,400,3131
0.200000,3.400000,400,3145
0.200000,3.400000,400,3169
0.200000,3.400000,400,3169
0.200000,3.400000,400,3182
0.200000,3.400000,400,3133
0.200000,3.400000,1000,2749
0.200000,3.400000,1000,2815
0.200000,3.400000,1000,2884
